topic_id|pid|title|abstract|rel|sr_title
CD011549|7665868|Magnetic resonance imaging for the visualization of cholesterol gallstones in hamster fed a new high sucrose lithogenic diet.|Cholesterol gallstone induction in hamster gallbladder is usually achieved by specific diets. An X-ray in vivo follow-up of cholelithiasis development in this species is impossible, since cholesterol gallstones are transparent as long as they are not calcified. Moreover, their size (0.2 to 1 mm) also prevents their detection by ultrasonography. The current study presents an in vivo cholesterol gallstone detection by magnetic resonance imaging in hamsters fed a new high sucrose diet containing a low proportion of cholesterol (0.015%) and a normal ratio of lipids (10%). The diet produced gallstones and an increase in the cholesterol saturation index in about 50% of animals after a 5-week feeding period. The visualization of gallstones by magnetic resonance imaging in anaesthetized animals required synchronization between breathing movements and image acquisition. A high magnetic field was also necessary to allow a fine image resolution, adapted to gallstone size. Two major advantages of this technique are a direct selection of lithiasic animals with a functional gallbladder (in spite of the presence of gallstones) and a possible adjustment of the treatment period of potential litholytic drugs.|0|Endoscopic ultrasound versus magnetic resonance cholangiopancreatography for common bile duct stones
CD010339|5313011|[Clinical manifestations of gallbladder lithiasis].||0|Endoscopic retrograde cholangiopancreatography versus intraoperative cholangiography for diagnosis of common bile duct stones
CD011548|5313011|[Clinical manifestations of gallbladder lithiasis].||0|Ultrasound versus liver function tests for diagnosis of common bile duct stones
CD011549|5313011|[Clinical manifestations of gallbladder lithiasis].||0|Endoscopic ultrasound versus magnetic resonance cholangiopancreatography for common bile duct stones
CD010339|7872359|Cholecystolithiasis in patients with end-stage renal disease treated with haemodialysis: a study of prevalence.|Gallstones are quite prevalent in western countries (10-20% of adult population), but there are very few data about the prevalence of cholecystolithiasis in haemodialysis (HD) patients. In our study, we found--with real-time ultrasound--a prevalence of gallstones of 16% in patients with end-stage renal disease (ESRD) treated with HD which is similar to the prevalence in a non-uraemic control group matched for age and sex. In most of our HD patients, cholecystolithiasis was asymptomatic. HD patients with cholecystolithiasis were statistically significantly older than patients without gallstones. We found no differences in sex or duration of HD treatment in patients with and without cholecystolithiasis. The prevalence of cholecytolithiasis in patients with ESRD on HD is similar to that of a normal population though some data suggested a higher prevalence in HD patients.|0|Endoscopic retrograde cholangiopancreatography versus intraoperative cholangiography for diagnosis of common bile duct stones
CD011548|7872359|Cholecystolithiasis in patients with end-stage renal disease treated with haemodialysis: a study of prevalence.|Gallstones are quite prevalent in western countries (10-20% of adult population), but there are very few data about the prevalence of cholecystolithiasis in haemodialysis (HD) patients. In our study, we found--with real-time ultrasound--a prevalence of gallstones of 16% in patients with end-stage renal disease (ESRD) treated with HD which is similar to the prevalence in a non-uraemic control group matched for age and sex. In most of our HD patients, cholecystolithiasis was asymptomatic. HD patients with cholecystolithiasis were statistically significantly older than patients without gallstones. We found no differences in sex or duration of HD treatment in patients with and without cholecystolithiasis. The prevalence of cholecytolithiasis in patients with ESRD on HD is similar to that of a normal population though some data suggested a higher prevalence in HD patients.|0|Ultrasound versus liver function tests for diagnosis of common bile duct stones
CD011549|7872359|Cholecystolithiasis in patients with end-stage renal disease treated with haemodialysis: a study of prevalence.|Gallstones are quite prevalent in western countries (10-20% of adult population), but there are very few data about the prevalence of cholecystolithiasis in haemodialysis (HD) patients. In our study, we found--with real-time ultrasound--a prevalence of gallstones of 16% in patients with end-stage renal disease (ESRD) treated with HD which is similar to the prevalence in a non-uraemic control group matched for age and sex. In most of our HD patients, cholecystolithiasis was asymptomatic. HD patients with cholecystolithiasis were statistically significantly older than patients without gallstones. We found no differences in sex or duration of HD treatment in patients with and without cholecystolithiasis. The prevalence of cholecytolithiasis in patients with ESRD on HD is similar to that of a normal population though some data suggested a higher prevalence in HD patients.|0|Endoscopic ultrasound versus magnetic resonance cholangiopancreatography for common bile duct stones
CD010339|5009924|Diagnosis of choledocholithiasis by barium duodenal examination.||0|Endoscopic retrograde cholangiopancreatography versus intraoperative cholangiography for diagnosis of common bile duct stones
CD011548|5009924|Diagnosis of choledocholithiasis by barium duodenal examination.||0|Ultrasound versus liver function tests for diagnosis of common bile duct stones
CD011549|5009924|Diagnosis of choledocholithiasis by barium duodenal examination.||0|Endoscopic ultrasound versus magnetic resonance cholangiopancreatography for common bile duct stones
CD010339|22497643|Common bile duct stones in infancy: a medical approach.|Symptomatic choledocholithiasis in infancy is not common. It usually presents with jaundice and acholic stools and is diagnosed on abdominal ultrasonography. Favourable outcome of conservative management has been reported, but specific management guidelines are not well defined in the literature. We describe three cases using a combination of ursodeoxycholic acid and antibiotics as a treatment paradigm, which could potentially negate more invasive treatment. All three patients had ultrasonography proven choledocholithiasis with concomitant obstructive liver function test. They were treated with a combination of ursodeoxycolic acid and antibiotics. Patient 1 had an Escherichia coli urinary tract infection and was treated with oral bactrim. Intravenous amoxicillin, gentamicin and metronidazole were used for the other two patients. All three patients responded with a return to normal-coloured stools within 48 h of combination treatment. Repeat ultrasonography done within 11 days after the first study for all three patients confirmed complete resolution of choledocholithiasis. It is postulated that this improvement is as a result of a reduction in inflammation and oedema, associated with a low-grade cholangitis, following antibiotic treatment. This is coupled with improved bile flow with ursodeoxycholic acid therapy. The findings suggest the potential application of this safe, non-invasive therapeutic strategy as initial management in infants with this condition. A follow-up prospective randomised controlled trial may be an answer to prove the validity of this observation but due to the rarity of this problem, it would be a challenge to recruit sufficient number of patients.|0|Endoscopic retrograde cholangiopancreatography versus intraoperative cholangiography for diagnosis of common bile duct stones
CD011548|22497643|Common bile duct stones in infancy: a medical approach.|Symptomatic choledocholithiasis in infancy is not common. It usually presents with jaundice and acholic stools and is diagnosed on abdominal ultrasonography. Favourable outcome of conservative management has been reported, but specific management guidelines are not well defined in the literature. We describe three cases using a combination of ursodeoxycholic acid and antibiotics as a treatment paradigm, which could potentially negate more invasive treatment. All three patients had ultrasonography proven choledocholithiasis with concomitant obstructive liver function test. They were treated with a combination of ursodeoxycolic acid and antibiotics. Patient 1 had an Escherichia coli urinary tract infection and was treated with oral bactrim. Intravenous amoxicillin, gentamicin and metronidazole were used for the other two patients. All three patients responded with a return to normal-coloured stools within 48 h of combination treatment. Repeat ultrasonography done within 11 days after the first study for all three patients confirmed complete resolution of choledocholithiasis. It is postulated that this improvement is as a result of a reduction in inflammation and oedema, associated with a low-grade cholangitis, following antibiotic treatment. This is coupled with improved bile flow with ursodeoxycholic acid therapy. The findings suggest the potential application of this safe, non-invasive therapeutic strategy as initial management in infants with this condition. A follow-up prospective randomised controlled trial may be an answer to prove the validity of this observation but due to the rarity of this problem, it would be a challenge to recruit sufficient number of patients.|0|Ultrasound versus liver function tests for diagnosis of common bile duct stones
CD011549|22497643|Common bile duct stones in infancy: a medical approach.|Symptomatic choledocholithiasis in infancy is not common. It usually presents with jaundice and acholic stools and is diagnosed on abdominal ultrasonography. Favourable outcome of conservative management has been reported, but specific management guidelines are not well defined in the literature. We describe three cases using a combination of ursodeoxycholic acid and antibiotics as a treatment paradigm, which could potentially negate more invasive treatment. All three patients had ultrasonography proven choledocholithiasis with concomitant obstructive liver function test. They were treated with a combination of ursodeoxycolic acid and antibiotics. Patient 1 had an Escherichia coli urinary tract infection and was treated with oral bactrim. Intravenous amoxicillin, gentamicin and metronidazole were used for the other two patients. All three patients responded with a return to normal-coloured stools within 48 h of combination treatment. Repeat ultrasonography done within 11 days after the first study for all three patients confirmed complete resolution of choledocholithiasis. It is postulated that this improvement is as a result of a reduction in inflammation and oedema, associated with a low-grade cholangitis, following antibiotic treatment. This is coupled with improved bile flow with ursodeoxycholic acid therapy. The findings suggest the potential application of this safe, non-invasive therapeutic strategy as initial management in infants with this condition. A follow-up prospective randomised controlled trial may be an answer to prove the validity of this observation but due to the rarity of this problem, it would be a challenge to recruit sufficient number of patients.|0|Endoscopic ultrasound versus magnetic resonance cholangiopancreatography for common bile duct stones
CD010339|2043433|[Endoscopic retrograde cholangiopancreatography (ERCP) in pediatric surgery].|We present four pediatric patients with biliary pathology in which endoscopic retrograde cholangiopancreatography (ERCP) was obtained in order to achieve a more complete diagnostic work-up. Although ERCP is not presently a routine diagnostic technique in children, in this report we evaluate the additional advantages, indications and drawbacks of this technique, especially in the planning for the surgical repair of the biliary pathology.|0|Endoscopic retrograde cholangiopancreatography versus intraoperative cholangiography for diagnosis of common bile duct stones
CD011548|2043433|[Endoscopic retrograde cholangiopancreatography (ERCP) in pediatric surgery].|We present four pediatric patients with biliary pathology in which endoscopic retrograde cholangiopancreatography (ERCP) was obtained in order to achieve a more complete diagnostic work-up. Although ERCP is not presently a routine diagnostic technique in children, in this report we evaluate the additional advantages, indications and drawbacks of this technique, especially in the planning for the surgical repair of the biliary pathology.|0|Ultrasound versus liver function tests for diagnosis of common bile duct stones
CD011549|2043433|[Endoscopic retrograde cholangiopancreatography (ERCP) in pediatric surgery].|We present four pediatric patients with biliary pathology in which endoscopic retrograde cholangiopancreatography (ERCP) was obtained in order to achieve a more complete diagnostic work-up. Although ERCP is not presently a routine diagnostic technique in children, in this report we evaluate the additional advantages, indications and drawbacks of this technique, especially in the planning for the surgical repair of the biliary pathology.|0|Endoscopic ultrasound versus magnetic resonance cholangiopancreatography for common bile duct stones
CD010339|20109385|[Management of perforations as adverse events of ERCP plus ES. Personal experience].|INTRODUCTION. ERCP has brought real progress in the study and treatment of pancreatic and biliary diseases, because of its ambivalence as diagnostic and therapeutic procedure. Among its complications, perforations occur in fewer than 1% of patients, but are associated with a mortality rate of 16% -18%.|0|Endoscopic retrograde cholangiopancreatography versus intraoperative cholangiography for diagnosis of common bile duct stones
CD011548|20109385|[Management of perforations as adverse events of ERCP plus ES. Personal experience].|INTRODUCTION. ERCP has brought real progress in the study and treatment of pancreatic and biliary diseases, because of its ambivalence as diagnostic and therapeutic procedure. Among its complications, perforations occur in fewer than 1% of patients, but are associated with a mortality rate of 16% -18%.|0|Ultrasound versus liver function tests for diagnosis of common bile duct stones
CD011549|20109385|[Management of perforations as adverse events of ERCP plus ES. Personal experience].|INTRODUCTION. ERCP has brought real progress in the study and treatment of pancreatic and biliary diseases, because of its ambivalence as diagnostic and therapeutic procedure. Among its complications, perforations occur in fewer than 1% of patients, but are associated with a mortality rate of 16% -18%.|0|Endoscopic ultrasound versus magnetic resonance cholangiopancreatography for common bile duct stones
CD010339|2827256|[Sonographic findings in the gallbladder in mucoviscidosis patients].|The improved survival time of patients with mucoviscidosis has revealed some new complications. 137 patients were studied by sonography. The findings in the gall bladder have been compared with liver echogenicity. A micro-gall bladder was found in 37 patients (27%). 74 patients had a normal gall bladder (54%). Concretions were found in 22 (16%) of patients. 10 out of the 22 patients with concretions showed sonographic changes in the liver. In view of the frequent abdominal symptoms in patients with mucoviscidosis, sonography should be used routinely as a non-invasive method of investigation.|0|Endoscopic retrograde cholangiopancreatography versus intraoperative cholangiography for diagnosis of common bile duct stones
CD011548|2827256|[Sonographic findings in the gallbladder in mucoviscidosis patients].|The improved survival time of patients with mucoviscidosis has revealed some new complications. 137 patients were studied by sonography. The findings in the gall bladder have been compared with liver echogenicity. A micro-gall bladder was found in 37 patients (27%). 74 patients had a normal gall bladder (54%). Concretions were found in 22 (16%) of patients. 10 out of the 22 patients with concretions showed sonographic changes in the liver. In view of the frequent abdominal symptoms in patients with mucoviscidosis, sonography should be used routinely as a non-invasive method of investigation.|0|Ultrasound versus liver function tests for diagnosis of common bile duct stones
CD011549|2827256|[Sonographic findings in the gallbladder in mucoviscidosis patients].|The improved survival time of patients with mucoviscidosis has revealed some new complications. 137 patients were studied by sonography. The findings in the gall bladder have been compared with liver echogenicity. A micro-gall bladder was found in 37 patients (27%). 74 patients had a normal gall bladder (54%). Concretions were found in 22 (16%) of patients. 10 out of the 22 patients with concretions showed sonographic changes in the liver. In view of the frequent abdominal symptoms in patients with mucoviscidosis, sonography should be used routinely as a non-invasive method of investigation.|0|Endoscopic ultrasound versus magnetic resonance cholangiopancreatography for common bile duct stones
CD010339|4823834|Retained calculi within the biliary ductal system.||0|Endoscopic retrograde cholangiopancreatography versus intraoperative cholangiography for diagnosis of common bile duct stones
CD011548|4823834|Retained calculi within the biliary ductal system.||0|Ultrasound versus liver function tests for diagnosis of common bile duct stones
CD011549|4823834|Retained calculi within the biliary ductal system.||0|Endoscopic ultrasound versus magnetic resonance cholangiopancreatography for common bile duct stones
CD010339|4220231|Indications for ultrasonic scanning in abdominal diagnostics.||0|Endoscopic retrograde cholangiopancreatography versus intraoperative cholangiography for diagnosis of common bile duct stones
CD011548|4220231|Indications for ultrasonic scanning in abdominal diagnostics.||0|Ultrasound versus liver function tests for diagnosis of common bile duct stones
CD011549|4220231|Indications for ultrasonic scanning in abdominal diagnostics.||0|Endoscopic ultrasound versus magnetic resonance cholangiopancreatography for common bile duct stones
CD010339|3525801|Cholelithiasis in infancy: resolution of gallstones in three of four infants.|Cholelithiasis in infancy is believed to be a rare finding. It is also held that all cholelithiasis in infancy has a predisposing factor such as hemolysis, prolonged fasting, congenital abnormality of the biliary tree, or the administration of TPN and is associated with severe morbidity and mortality. In the last three years, four infants at our hospital have been found on real-time ultrasonography to have gallstones. Their ages ranged from 3 weeks to 6 months. One patient had a hemolytic disease but the finding of cholelithiasis in the other three patients was incidental. A repeat sonogram in the infant with hemolysis three months after initial recognition and one day before scheduled cholecystectomy revealed spontaneous resolution of the gallstones. This led us to a conservative approach in the other three patients. Two more infants had spontaneous resolution of their gallstones and one child, now aged 16 months, is thriving with a persistent asymptomatic gallstone visible on sonogram.|0|Endoscopic retrograde cholangiopancreatography versus intraoperative cholangiography for diagnosis of common bile duct stones
CD011548|3525801|Cholelithiasis in infancy: resolution of gallstones in three of four infants.|Cholelithiasis in infancy is believed to be a rare finding. It is also held that all cholelithiasis in infancy has a predisposing factor such as hemolysis, prolonged fasting, congenital abnormality of the biliary tree, or the administration of TPN and is associated with severe morbidity and mortality. In the last three years, four infants at our hospital have been found on real-time ultrasonography to have gallstones. Their ages ranged from 3 weeks to 6 months. One patient had a hemolytic disease but the finding of cholelithiasis in the other three patients was incidental. A repeat sonogram in the infant with hemolysis three months after initial recognition and one day before scheduled cholecystectomy revealed spontaneous resolution of the gallstones. This led us to a conservative approach in the other three patients. Two more infants had spontaneous resolution of their gallstones and one child, now aged 16 months, is thriving with a persistent asymptomatic gallstone visible on sonogram.|0|Ultrasound versus liver function tests for diagnosis of common bile duct stones
CD011549|3525801|Cholelithiasis in infancy: resolution of gallstones in three of four infants.|Cholelithiasis in infancy is believed to be a rare finding. It is also held that all cholelithiasis in infancy has a predisposing factor such as hemolysis, prolonged fasting, congenital abnormality of the biliary tree, or the administration of TPN and is associated with severe morbidity and mortality. In the last three years, four infants at our hospital have been found on real-time ultrasonography to have gallstones. Their ages ranged from 3 weeks to 6 months. One patient had a hemolytic disease but the finding of cholelithiasis in the other three patients was incidental. A repeat sonogram in the infant with hemolysis three months after initial recognition and one day before scheduled cholecystectomy revealed spontaneous resolution of the gallstones. This led us to a conservative approach in the other three patients. Two more infants had spontaneous resolution of their gallstones and one child, now aged 16 months, is thriving with a persistent asymptomatic gallstone visible on sonogram.|0|Endoscopic ultrasound versus magnetic resonance cholangiopancreatography for common bile duct stones
CD010339|22493550|Post-cholecystectomy symptoms were caused by persistence of a functional gastrointestinal disorder.|To classify gallstone disease as a basis for assessment of post-cholecystectomy symptoms.|0|Endoscopic retrograde cholangiopancreatography versus intraoperative cholangiography for diagnosis of common bile duct stones
CD011548|22493550|Post-cholecystectomy symptoms were caused by persistence of a functional gastrointestinal disorder.|To classify gallstone disease as a basis for assessment of post-cholecystectomy symptoms.|0|Ultrasound versus liver function tests for diagnosis of common bile duct stones
CD011549|22493550|Post-cholecystectomy symptoms were caused by persistence of a functional gastrointestinal disorder.|To classify gallstone disease as a basis for assessment of post-cholecystectomy symptoms.|0|Endoscopic ultrasound versus magnetic resonance cholangiopancreatography for common bile duct stones
CD010339|851304|"Percutaneous transhepatic cholangiography with the ""skinny"" needle. A rapid, simple, and accurate method in the diagnosis of cholestasis."|"One hundred thirty-one cases of cholestasis were evaluated by ""skinny"" needle percutaneous transhepatic cholangiography. The biliary tree was seen in 129 patients (98.5%). When the biliary tree was dilated, a success rate of 100% was obtained. In the 45 patients with nondilated ducts, visualization was achieved in 95.6%. There was no mortality, early operation, or transfusion requirement associated with the procedure. This form of cholangiography is a simple, reliable, and extremely high-yield technique for evaluating patients with cholestasis."|0|Endoscopic retrograde cholangiopancreatography versus intraoperative cholangiography for diagnosis of common bile duct stones
CD011548|851304|"Percutaneous transhepatic cholangiography with the ""skinny"" needle. A rapid, simple, and accurate method in the diagnosis of cholestasis."|"One hundred thirty-one cases of cholestasis were evaluated by ""skinny"" needle percutaneous transhepatic cholangiography. The biliary tree was seen in 129 patients (98.5%). When the biliary tree was dilated, a success rate of 100% was obtained. In the 45 patients with nondilated ducts, visualization was achieved in 95.6%. There was no mortality, early operation, or transfusion requirement associated with the procedure. This form of cholangiography is a simple, reliable, and extremely high-yield technique for evaluating patients with cholestasis."|0|Ultrasound versus liver function tests for diagnosis of common bile duct stones
CD011549|851304|"Percutaneous transhepatic cholangiography with the ""skinny"" needle. A rapid, simple, and accurate method in the diagnosis of cholestasis."|"One hundred thirty-one cases of cholestasis were evaluated by ""skinny"" needle percutaneous transhepatic cholangiography. The biliary tree was seen in 129 patients (98.5%). When the biliary tree was dilated, a success rate of 100% was obtained. In the 45 patients with nondilated ducts, visualization was achieved in 95.6%. There was no mortality, early operation, or transfusion requirement associated with the procedure. This form of cholangiography is a simple, reliable, and extremely high-yield technique for evaluating patients with cholestasis."|0|Endoscopic ultrasound versus magnetic resonance cholangiopancreatography for common bile duct stones
CD010339|20535578|'Critical view of safety' as an alternative to routine intraoperative cholangiography during laparoscopic cholecystectomy for acute biliary pathology.|"The study aims to evaluate the use of ""critical view of safety"" (CVS) for the prevention of bile duct injuries during laparoscopic cholecystectomy for acute biliary pathology as an alternative to routine intraoperative cholangiography (IOC)."|0|Endoscopic retrograde cholangiopancreatography versus intraoperative cholangiography for diagnosis of common bile duct stones
CD011548|20535578|'Critical view of safety' as an alternative to routine intraoperative cholangiography during laparoscopic cholecystectomy for acute biliary pathology.|"The study aims to evaluate the use of ""critical view of safety"" (CVS) for the prevention of bile duct injuries during laparoscopic cholecystectomy for acute biliary pathology as an alternative to routine intraoperative cholangiography (IOC)."|0|Ultrasound versus liver function tests for diagnosis of common bile duct stones
CD011549|20535578|'Critical view of safety' as an alternative to routine intraoperative cholangiography during laparoscopic cholecystectomy for acute biliary pathology.|"The study aims to evaluate the use of ""critical view of safety"" (CVS) for the prevention of bile duct injuries during laparoscopic cholecystectomy for acute biliary pathology as an alternative to routine intraoperative cholangiography (IOC)."|0|Endoscopic ultrasound versus magnetic resonance cholangiopancreatography for common bile duct stones
CD010339|19174095|[Groove pancreatitis and its differential diagnosis with pancreatic adenocarcinoma].|We analyzed the clinical, radiographic and histologic characteristics, as well as the difficulties that arose in the differential diagnosis between groove pancreatitis (a benign entity consisting of a segmental form of chronic pancreatitis occurring as a sheet-like scar in the area of pancreatoduodenal groove) and adenocarcinoma of the pancreas. To this end, four cases with abnormalities in the groove area were retrospectively reviewed, three with groove pancreatitis, and one with adenocarcinoma of the pancreas. The important role of imaging techniques is highlighted, with emphasis on magnetic resonance imaging of the pancreas and magnetic resonance cholangiography, which reveal certain differentiating characteristics between these two entities. However, distinguishing between these entities is often difficult, and sometimes impossible. Consequently, cyto-histological study is always required.|0|Endoscopic retrograde cholangiopancreatography versus intraoperative cholangiography for diagnosis of common bile duct stones
CD011548|19174095|[Groove pancreatitis and its differential diagnosis with pancreatic adenocarcinoma].|We analyzed the clinical, radiographic and histologic characteristics, as well as the difficulties that arose in the differential diagnosis between groove pancreatitis (a benign entity consisting of a segmental form of chronic pancreatitis occurring as a sheet-like scar in the area of pancreatoduodenal groove) and adenocarcinoma of the pancreas. To this end, four cases with abnormalities in the groove area were retrospectively reviewed, three with groove pancreatitis, and one with adenocarcinoma of the pancreas. The important role of imaging techniques is highlighted, with emphasis on magnetic resonance imaging of the pancreas and magnetic resonance cholangiography, which reveal certain differentiating characteristics between these two entities. However, distinguishing between these entities is often difficult, and sometimes impossible. Consequently, cyto-histological study is always required.|0|Ultrasound versus liver function tests for diagnosis of common bile duct stones
CD011549|19174095|[Groove pancreatitis and its differential diagnosis with pancreatic adenocarcinoma].|We analyzed the clinical, radiographic and histologic characteristics, as well as the difficulties that arose in the differential diagnosis between groove pancreatitis (a benign entity consisting of a segmental form of chronic pancreatitis occurring as a sheet-like scar in the area of pancreatoduodenal groove) and adenocarcinoma of the pancreas. To this end, four cases with abnormalities in the groove area were retrospectively reviewed, three with groove pancreatitis, and one with adenocarcinoma of the pancreas. The important role of imaging techniques is highlighted, with emphasis on magnetic resonance imaging of the pancreas and magnetic resonance cholangiography, which reveal certain differentiating characteristics between these two entities. However, distinguishing between these entities is often difficult, and sometimes impossible. Consequently, cyto-histological study is always required.|0|Endoscopic ultrasound versus magnetic resonance cholangiopancreatography for common bile duct stones
CD010339|6823610|Biliary reflux demonstrating an impacted ampullary stone.||0|Endoscopic retrograde cholangiopancreatography versus intraoperative cholangiography for diagnosis of common bile duct stones
CD011548|6823610|Biliary reflux demonstrating an impacted ampullary stone.||0|Ultrasound versus liver function tests for diagnosis of common bile duct stones
CD011549|6823610|Biliary reflux demonstrating an impacted ampullary stone.||0|Endoscopic ultrasound versus magnetic resonance cholangiopancreatography for common bile duct stones
CD010339|18622659|Biliary injury after laparoscopic cholecystectomy in a patient with right liver agenesis: case report and review of the literature.|An 87-year-old man underwent attempted laparoscopic cholecystectomy.|0|Endoscopic retrograde cholangiopancreatography versus intraoperative cholangiography for diagnosis of common bile duct stones
CD011548|18622659|Biliary injury after laparoscopic cholecystectomy in a patient with right liver agenesis: case report and review of the literature.|An 87-year-old man underwent attempted laparoscopic cholecystectomy.|0|Ultrasound versus liver function tests for diagnosis of common bile duct stones
CD011549|18622659|Biliary injury after laparoscopic cholecystectomy in a patient with right liver agenesis: case report and review of the literature.|An 87-year-old man underwent attempted laparoscopic cholecystectomy.|0|Endoscopic ultrasound versus magnetic resonance cholangiopancreatography for common bile duct stones
CD010339|7986614|[The endoscopic management of postoperative biliary fistulae].|We report a series of 15 patients with a postoperative biliary fistula treated by endoscopic sphincterotomy. The exact location of the bile leak was revealed by ERCP in 13 cases (87%): cystic duct remnant in 6 (39%), intrahepatic biliary tree in 4 (26%), and main bile duct in 3 (20%). In all cases a distal obstacle (ie: retained stones, hydatid material) to bile flow was also found in ERCP. Treatment consisted of endoscopic sphincterotomy and subsequent removal of the distal obstacle, and could be completed in 13 (87%) cases. In our experience the treatment of postoperative biliary fistula with a distal obstruction bile flow by endoscopic sphincterotomy is a safe and effective procedure, and should be recommended as the first option in those patients.|0|Endoscopic retrograde cholangiopancreatography versus intraoperative cholangiography for diagnosis of common bile duct stones
CD011548|7986614|[The endoscopic management of postoperative biliary fistulae].|We report a series of 15 patients with a postoperative biliary fistula treated by endoscopic sphincterotomy. The exact location of the bile leak was revealed by ERCP in 13 cases (87%): cystic duct remnant in 6 (39%), intrahepatic biliary tree in 4 (26%), and main bile duct in 3 (20%). In all cases a distal obstacle (ie: retained stones, hydatid material) to bile flow was also found in ERCP. Treatment consisted of endoscopic sphincterotomy and subsequent removal of the distal obstacle, and could be completed in 13 (87%) cases. In our experience the treatment of postoperative biliary fistula with a distal obstruction bile flow by endoscopic sphincterotomy is a safe and effective procedure, and should be recommended as the first option in those patients.|0|Ultrasound versus liver function tests for diagnosis of common bile duct stones
CD011549|7986614|[The endoscopic management of postoperative biliary fistulae].|We report a series of 15 patients with a postoperative biliary fistula treated by endoscopic sphincterotomy. The exact location of the bile leak was revealed by ERCP in 13 cases (87%): cystic duct remnant in 6 (39%), intrahepatic biliary tree in 4 (26%), and main bile duct in 3 (20%). In all cases a distal obstacle (ie: retained stones, hydatid material) to bile flow was also found in ERCP. Treatment consisted of endoscopic sphincterotomy and subsequent removal of the distal obstacle, and could be completed in 13 (87%) cases. In our experience the treatment of postoperative biliary fistula with a distal obstruction bile flow by endoscopic sphincterotomy is a safe and effective procedure, and should be recommended as the first option in those patients.|0|Endoscopic ultrasound versus magnetic resonance cholangiopancreatography for common bile duct stones
CD010339|8079959|ERCP for symptomatic choledocholithiasis in pregnancy.||0|Endoscopic retrograde cholangiopancreatography versus intraoperative cholangiography for diagnosis of common bile duct stones
CD011548|8079959|ERCP for symptomatic choledocholithiasis in pregnancy.||0|Ultrasound versus liver function tests for diagnosis of common bile duct stones
CD011549|8079959|ERCP for symptomatic choledocholithiasis in pregnancy.||0|Endoscopic ultrasound versus magnetic resonance cholangiopancreatography for common bile duct stones
CD010339|8799400|Bacteremia following postoperative choledochofiberscopy--a prospective study.|The following investigation was undertaken in order to determine the frequency and clinical consequences of bacteremia after postoperative choledochofiberscopy.|0|Endoscopic retrograde cholangiopancreatography versus intraoperative cholangiography for diagnosis of common bile duct stones
CD011548|8799400|Bacteremia following postoperative choledochofiberscopy--a prospective study.|The following investigation was undertaken in order to determine the frequency and clinical consequences of bacteremia after postoperative choledochofiberscopy.|0|Ultrasound versus liver function tests for diagnosis of common bile duct stones
CD011549|8799400|Bacteremia following postoperative choledochofiberscopy--a prospective study.|The following investigation was undertaken in order to determine the frequency and clinical consequences of bacteremia after postoperative choledochofiberscopy.|0|Endoscopic ultrasound versus magnetic resonance cholangiopancreatography for common bile duct stones
CD010339|15123375|Biliary ascariasis.||0|Endoscopic retrograde cholangiopancreatography versus intraoperative cholangiography for diagnosis of common bile duct stones
CD011548|15123375|Biliary ascariasis.||0|Ultrasound versus liver function tests for diagnosis of common bile duct stones
CD011549|15123375|Biliary ascariasis.||0|Endoscopic ultrasound versus magnetic resonance cholangiopancreatography for common bile duct stones
CD010339|643217|[Positive effects of chenodeoxycholic acid (CDCA) on the biohumoral clinical aspect of cholesterin calculosis of the gallbladder].|The efficacy and possible sideeffects of chenodeoxycholic acid have been studied in 35 patients with biliary calculosis lithiasis. In 53% of the cases treated for six months or more partial or complete gallstone dissolution was observed. The action of this drug on hematic triglyceride level and on severity and frequency of the hypostenic dyspeptic symptoms and biliary colic is interesting from the viewpoint of new therapeutic prospects. Diarrhea has been the only relevant side-effect.|0|Endoscopic retrograde cholangiopancreatography versus intraoperative cholangiography for diagnosis of common bile duct stones
CD011548|643217|[Positive effects of chenodeoxycholic acid (CDCA) on the biohumoral clinical aspect of cholesterin calculosis of the gallbladder].|The efficacy and possible sideeffects of chenodeoxycholic acid have been studied in 35 patients with biliary calculosis lithiasis. In 53% of the cases treated for six months or more partial or complete gallstone dissolution was observed. The action of this drug on hematic triglyceride level and on severity and frequency of the hypostenic dyspeptic symptoms and biliary colic is interesting from the viewpoint of new therapeutic prospects. Diarrhea has been the only relevant side-effect.|0|Ultrasound versus liver function tests for diagnosis of common bile duct stones
CD011549|643217|[Positive effects of chenodeoxycholic acid (CDCA) on the biohumoral clinical aspect of cholesterin calculosis of the gallbladder].|The efficacy and possible sideeffects of chenodeoxycholic acid have been studied in 35 patients with biliary calculosis lithiasis. In 53% of the cases treated for six months or more partial or complete gallstone dissolution was observed. The action of this drug on hematic triglyceride level and on severity and frequency of the hypostenic dyspeptic symptoms and biliary colic is interesting from the viewpoint of new therapeutic prospects. Diarrhea has been the only relevant side-effect.|0|Endoscopic ultrasound versus magnetic resonance cholangiopancreatography for common bile duct stones
CD010339|14980035|Is routine cholecystectomy required during laparoscopic gastric bypass?|Routine cholecystectomy is often performed at the time of gastric bypass for morbid obesity. The aim of this study was to determine the incidence of gallstone formation requiring cholecystectomy following a laparoscopic Roux-en-Y gastric bypass (LRYGBP).|0|Endoscopic retrograde cholangiopancreatography versus intraoperative cholangiography for diagnosis of common bile duct stones
